...1,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94
270042,271223001510141,November,FL,3357.0677,960,40,42,1,NA,53,2,5,0,0,"Native, Born In US",5,Outpatient care centers (6214),3255,"Private, For Profit",No,No,Employed-At Work
270043,271223001510141,November,FL,3472.8416,865.38,40,42,1,NA,46,2,4,0,0,"Native, Born In US",5,Outpatient care centers (6214),3620,"Private, For Profit",No,No,Employed-At Work
270048,299210767220951,November,FL,5876.4339,1352,40,39,1,NA,60,1,1,0,0,"Native, Born In US",5,"Machinery manufacturing, n.e.c. (3332, 3334, 3339)",7750,"Private, For Profit",No,No,Employed-At Work
270051,299230755970951,November,FL,3495.0625,1923,50,43,1,NA,59,1,1,0,0,"Native, Born In US",5,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",850,"Private, For Profit",No,No,Employed-At Work
270053,299700892770951,November,FL,5064.1533,264,32,39,4,NA,39,2,1,1,2,"Foreign Born, Not a US Citizen",5,"Residential care facilities, without nursing (6232, 6233, 6239)",4230,"Private, For Profit",No,No,Employed-At Work
270055,305905921890782,November,FL,3370.695,692,40,43,1,NA,54,1,7,0,0,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",5000,Government - State,No,No,Employed-At Work
270058,321220150105606,November,FL,3032.5189,600,40,43,1,3,33,2,1,2,3,"Native, Born In US",5,Hospitals (622),800,"Private, For Profit",No,No,Employed-At Work
270059,321220150105606,November,FL,4140.1419,800,40,39,1,3,41,1,1,2,3,"Foreign Born, US Cit By Naturalization",5,Truck transportation (484),9130,"Private, For Profit",No,No,Employed-At Work
270061,410008041029612,November,FL,4303.1201,600,40,39,3,NA,41,1,5,2,9,"Native, Born In US",5,Automotive repair and maintenance (8111 exc. 811192),4530,"Private, For Profit",No,No,Employed-At Work
270063,421089160200401,November,FL,3350.4657,300,5,36,1,NA,50,2,5,0,0,"Native, Born In US",5,** Services to buildings and dwellings (5617 exc. 56173),4220,"Private, For Profit",No,No,Employed-At Work
270067,506102361210502,November,FL,3536.4068,600,40,37,1,7,48,1,1,1,4,"Foreign Born, Not a US Citizen",5,** Construction (23),7315,"Private, For Profit",No,No,Employed-At Work
270071,605907621897952,November,FL,3724.6482,200,20,39,1,3,25,2,1,1,1,"Foreign Born, Not a US Citizen",5,Furniture and home furnishings stores (442),4720,"Private, For Profit",No,No,Employed-Absent
270072,605907621897952,November,FL,4353.6027,400,40,39,1,3,31,1,1,1,1,"Foreign Born, Not a US Citizen",5,"** Miscellaneous (nondurable goods, merchant wholesalerss*4249 exc. 42491)",9640,"Private, For Profit",No,No,Employed-At Work
270073,621259170007508,November,FL,3320.097,533.6,40,39,1,NA,42,1,1,2,10,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",3850,Government - Local,No,No,Employed-At Work
270074,621259170007508,November,FL,3218.0206,1384.8,40,42,1,NA,44,2,1,2,10,"Native, Born In US",5,Outpatient care centers (6214),5240,"Private, For Profit",No,No,Employed-At Work
270075,702109702210187,November,FL,3423.9708,225,15,43,1,NA,62,2,1,0,0,"Native, Born In US",5,Support activities for agriculture and forestry (115),6050,"Private, For Profit",No,No,Employed-At Work
270079,921386160100508,November,FL,3572.0166,1100,50,39,1,NA,48,1,1,0,0,"Native, Born In US",5,"Cement, concrete, lime, and gypsum product manufacturing (3273, 3274)",7700,"Private, For Profit",No,No,Employed-At Work
270081,921386160100508,November,FL,3759.8736,550,50,39,1,NA,22,1,7,0,0,"Native, Born In US",5,Nonmetallic mineral mining and quarrying (2123),7220,"Private, For Profit",No,No,Employed-Absent
270084,952092977159350,November,FL,3692.1357,2884.61,50,44,4,NA,63,1,1,0,0,"Foreign Born, US Cit By Naturalization",5,Traveler accommodation (7211),10,"Private, For Profit",No,No,Employed-At Work
270085,952092977159350,November,FL,3408.4145,2884.61,50,44,4,NA,47,2,1,0,0,"Foreign Born, US Cit By Naturalization",5,** Construction (23),10,"Private, For Profit",No,No,Employed-At Work
270088,956196259200877,November,FL,3852.4271,360,40,42,1,2,41,2,1,2,3,"Native, Born in PR or US Outlying Area",5,Child day care services (6244),2300,"Private, For Profit",No,No,Employed-At Work
270089,956196259200877,November,FL,5132.0103,360,40,42,2,2,36,1,1,2,3,"Native, Born in PR or US Outlying Area",5,"Management, scientific, and technical consulting services (5416)",9640,"Private, For Profit",No,No,Employed-At Work
270090,962229150729107,November,FL,6568.4912,360,40,39,1,NA,24,2,5,3,2,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),4110,"Private, For Profit",No,No,Employed-At Work
270091,962229150729107,November,FL,6568.4912,430,40,40,1,NA,21,2,7,0,0,"Native, Born In US",5,"Gift, novelty, and souvenir shops (45322)",4760,"Private, For Profit",No,No,Employed-At Work
270093,972022927159160,November,FL,5599.9108,2000,60,39,1,NA,39,1,5,0,0,"Native, Born In US",5,Automotive repair and maintenance (8111 exc. 811192),7200,"Private, For Profit",No,No,Employed-At Work
270098,12003852100171,November,GA,3695.388,711.53,40,40,1,NA,33,1,7,0,0,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",3850,Government - Local,Yes,NA,Employed-At Work
270099,41003784102631,November,GA,3474.3855,1576.92,40,45,1,NA,35,1,5,0,0,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work
270100,42073125105501,November,GA,2696.5781,2211.53,50,39,1,NA,53,1,5,0,0,"Native, Born In US",5,Insurance carriers and related activities (524),110,"Private, For Profit",No,No,Employed-At Work
270101,46051530992293,November,GA,2718.6544,1211,40,43,1,NA,58,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2540,"Private, For Profit",No,No,Employed-At Work
270102,71135002510245,November,GA,2752.4051,769,40,43,1,NA,63,2,5,0,0,"Native, Born In US",5,Air transportation (481),9050,"Private, For Profit",No,No,Employed-At Work
270104,82371530993697,November,GA,3774.5948,894.23,40,44,1,NA,34,1,7,0,0,"Native, Born In US",5,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",725,"Private, Nonprofit",No,No,Employed-At Work
270105,82371530993697,November,GA,2799.596,1442.3,40,42,1,NA,51,1,6,0,0,"Native, Born In US",5,Hospitals (622),3255,"Private, For Profit",No,No,Employed-At Work
270106,110121030085702,November,GA,4858.7042,410.8,40,39,2,NA,33,1,7,0,0,"Native, Born In US",5,** Construction (23),6260,Government - Local,Yes,NA,Employed-At Work
270107,146051030032243,November,GA,3916.835,400,40,40,2,NA,27,1,7,0,0,"Native, Born In US",5,Wired telecommunications carriers (*5171),1410,"Private, For Profit",No,No,Employed-At Work
270109,160441030078321,November,GA,2781.5944,1211,40,43,1,NA,61,2,1,0,0,"Native, Born In US",5,Specialized design services (5414),2630,"Private, For Profit",No,No,Employed-At Work
270110,261334003510204,November,GA,4111.23,865.38,40,43,1,NA,26,1,7,0,0,"Native, Born In US",5,"Not specified retail trade (Part of 44, 45)",4760,"Private, For Profit",No,No,Employed-At Work
270111,301736001410842,November,GA,2661.6056,1000,40,45,1,NA,59,2,5,0,0,"Native, Born In US",5,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",10,"Private, Nonprofit",No,No,Employed-At Work
270112,315250504721001,November,GA,2785.8565,759,40,42,1,NA,57,1,3,0,0,"Native, Born In US",5,Investigation and security services (5616),4965,"Private, For Profit",No,No,Employed-At Work
270113,315250504721001,November,GA,4367.9647,1038,40,44,1,7,40,2,5,0,0,"Foreign Born, US Cit By Naturalization",5,"Administration of economic programs and space research (926, 927)",1360,Government - State,No,No,Employed-At Work
270115,334340520621001,November,GA,3723.4096,205,20,39,1,1,31,2,1,2,8,"Foreign Born, Not a US Citizen",5,Business support services (5614),2160,"Private, For Profit",No,No,Employed-At Work
270116,399340520620951,November,GA,2754.3764,1673,40,44,1,NA,53,1,7,0,0,"Native, Born In US",5,"Banking and related activities (521, 52211,52219)",850,"Private, For Profit",No,No,Employed-At Work
270117,399340520620951,November,GA,2754.3764,2884.61,45,43,1,NA,53,1,7,0,0,"Native, Born In US",5,"Management, scientific, and technical consulting services (5416)",1050,"Private, For Profit",No,No,Employed-At Work
270118,399780763230951,November,GA,4197.5827,1153,40,43,1,NA,39,2,1,2,3,"Native, Born In US",5,Elementary and secondary schools (6111),2300,Government - State,No,No,Employed-At Work
270119,399780763230951,November,GA,3779.1843,533.6,40,39,1,NA,44,1,1,2,3,"Native, Born In US",5,Real estate (531),4220,"Private, For Profit",No,No,Employed-At Work
270122,903063925159420,November,GA,4129.7827,1326.92,40,43,1,NA,35,2,7,0,0,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),4720,"Private, For Profit",No,No,Employed-At Work
270123,937023937159860,November,GA,6338.0751,1400,40,43,6,NA,36,2,5,2,3,"Native, Born In US",5,Nursing care facilities (6231),3420,"Private, For Profit",No,No,Employed-At Work
270124,937023937159860,November,GA,4962.8455,400,40,42,2,NA,34,1,7,0,0,"Native, Born In US",5,Traveler accommodation (7211),1360,"Private, For Profit",No,No,Employed-At Work
270125,973529150109102,November,GA,2801.1518,520,40,40,2,NA,52,1,7,0,0,"Native, Born In US",5,"Pulp, paper, and paperboard mills (3221)",4000,"Private, For Profit",No,No,Employed-At Work
270128,1109362310335,November,GA,4329.0808,880,40,40,2,NA,60,2,7,0,0,"Native, Born In US",5,Insurance carriers and related activities (524),1050,"Private, For Profit",No,No,Employed-At Work
270130,4741530996792,November,GA,4410.3164,350,20,40,1,1,38,2,5,2,10,"Native, Born In US",5,"Health and personal care, except drug, stores (446 exc. 44611)",4760,"Private, For Profit",No,No,Employed-At Work
270132,5004081100313,November,GA,4323.3333,1307,60,43,2,NA,29,1,1,1,1,"Native, Born In US",5,Beverage manufacturing (3121),7700,"Private, For Profit",No,No,Employed-At Work
270133,5004081100313,November,GA,4250.2341,1826,40,43,2,NA,35,2,1,1,1,"Native, Born In US",5,"Banking and related activities (521, 52211,52219)",120,"Private, For Profit",No,No,Employed-At Work
270134,5107781310667,November,GA,3010.4533,1057,40,39,1,NA,57,1,5,0,0,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",3710,Government - Local,No,No,Employed-At Work
270136,8108220310777,November,GA,4905.1614,300,40,35,1,1,41,1,1,2,8,"Foreign Born, Not a US Citizen",5,"Electric power generation, transmission and distribution (Pt. 2211)",6355,"Private, For Profit",No,No,Employed-At Work
270143,10003901409783,November,GA,4340.0706,340,40,39,1,NA,28,2,3,2,3,"Native, Born In US",5,Administration of human resource programs (923),5810,Government - Local,No,No,Employed-At Work
270144,10004771403443,November,GA,4195.0729,867.6,40,38,2,NA,44,2,1,1,4,"Native, Born In US",5,Public finance activities (92113),810,Government - State,No,No,Employed-At Work
270145,10004771403443,November,GA,3967.9748,420,40,38,2,NA,43,1,1,1,4,"Native, Born In US",5,"Pulp, paper, and paperboard mills (3221)",8930,"Private, For Profit",No,No,Employed-At Work
270149,10310044477340,November,GA,2811.6052,1269,40,39,2,NA,50,1,1,0,0,"Native, Born In US",5,Aircraft and parts manufacturing (336411 to 336413),7710,"Private, For Profit",No,No,Employed-At Work
270150,10310044477340,November,GA,4073.8754,336,40,39,2,NA,47,2,1,0,0,"Native, Born In US",5,Traveler accommodation (7211),4200,"Private, For Profit",No,No,Employed-Absent
270151,10310044477340,November,GA,4081.646,565.6,40,38,2,NA,25,1,7,0,0,"Native, Born In US",5,"Pulp, paper, and paperboard mills (3221)",8930,"Private, For Profit",No,No,Employed-At Work
270152,10310078390940,November,GA,3793.2876,2884.61,40,43,1,NA,41,1,1,2,10,"Native, Born In US",5,Carpet and rug mills (31411),2630,"Private, For Profit",No,No,Employed-At Work
270153,10310078390940,November,GA,4117.4295,1400,40,43,1,NA,41,2,1,2,10,"Native, Born In US",5,Individual and family services (6241),420,"Private, Nonprofit",No,No,Employed-At Work
270154,10310087921492,November,GA,2876.1852,90,10,42,1,NA,57,2,4,0,0,"Native, Born In US",5,"Seafood and other miscellaneous foods, n.e.c. (3117, 3119)",2340,"Private, For Profit",No,No,Employed-At Work
270156,10310108777665,November,GA,3184.9916,432,36,43,1,NA,48,1,1,2,4,"Native, Born In US",5,"** Groceries and related products, merchant wholesalers (*4244)",4850,"Private, For Profit",No,No,Employed-At Work
270157,10310108777665,November,GA,4071.827,64,8,37,1,NA,17,1,7,0,0,"Native, Born In US",5,"Clothing and accessories, except shoe, stores (448 exc. 44821, 4483)",4760,"Private, For Profit",No,No,Employed-At Work
270158,10310163943564,November,GA,4763.15,2403.84,40,43,1,1,33,1,7,0,0,"Native, Born In US",5,Computer systems design and related services (5415),430,"Private, For Profit",No,No,Employed-At Work
270159,10310199139959,November,GA,5172.8424,2000,45,43,2,NA,45,1,5,0,0,"Native, Born In US",5,Pharmaceutical and medicine manufacturing (3254),137,"Private, For Profit",No,No,Employed-At Work
270161,10310584384496,November,GA,4161.0464,400,40,41,2,NA,39,2,1,1,3,"Native, Born In US",5,Hospitals (622),5700,"Private, For Profit",No,No,Employed-At Work
270165,15781530997799,November,GA,3545.8393,2884.61,40,43,4,NA,48,1,1,3,10,"Foreign Born, Not a US Citizen",5,Aircraft and parts manufacturing (336411 to 336413),1410,"Private, For Profit",No,No,Employed-At Work
270168,22241530019001,November,GA,611.6804,750,40,42,4,NA,36,2,1,2,2,"Foreign Born, US Cit By Naturalization",5,"Other health care services (6215, 6219)",3510,"Private, For Profit",No,No,Employed-At Work
270169,22241530019001,November,GA,832.1079,600,40,39,4,2,38,1,1,2,2,"Native, Born In US",5,National security and international affairs (928),9720,Government - Federal,Yes,NA,Employed-At Work
270170,22241530019001,November,GA,522.7102,190,20,39,4,2,58,2,5,0,0,"Native, Born in PR or US Outlying Area",5,Hospitals (622),4120,"Private, For Profit",No,No,Employed-At Work
270171,31044015001905,November,GA,2978.0893,1000,40,42,2,NA,53,1,7,0,0,"Native, Born In US",5,****Department stores and discount stores (s45211),7340,"Private, For Profit",No,No,Employed-At Work
270173,31044015001905,November,GA,6434.7101,390,30,43,2,NA,24,2,7,0,0,"Native, Born In US",5,Wired telecommunications carriers (*5171),5240,"Private, For Profit",Yes,NA,Employed-At Work
270174,31845065908297,November,GA,4499.7102,1250,40,43,1,NA,33,2,1,1,1,"Native, Born In US",5,Legal services (5411),2145,"Private, For Profit",No,No,Employed-At Work
270175,31845065908297,November,GA,4017.9002,480.76,40,40,1,NA,42,1,1,1,1,"Native, Born In US",5,Truck transportation (484),160,"Private, For Profit",No,No,Employed-At Work
270179,31939170004008,November,GA,2770.2077,1153.84,40,43,1,NA,54,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-At Work
270180,31939170004008,November,GA,2810.0436,2500,46,42,1,NA,54,1,1,0,0,"Native, Born In US",5,"Industrial and miscellaneous chemicals (3251, 3259)",5600,"Private, For Profit",No,No,Employed-At Work
270181,31939170004008,November,GA,4340.0706,692.3,40,43,1,NA,27,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-At Work
270182,42891530998798,November,GA,4361.2356,800.5,40,44,1,NA,44,2,5,1,3,"Native, Born In US",5,"Banking and related activities (521, 52211,52219)",5340,"Private, For Profit",No,No,Employed-At Work
270185,48831530027501,November,GA,4678.4529,440,40,43,4,NA,32,2,7,0,0,"Foreign Born, US Cit By Naturalization",5,Restaurants and other food services (722 exc. 7224),5240,"Private, For Profit",No,No,Employed-At Work
270187,58198229300877,November,GA,3162.0646,1153,80,40,1,NA,60,1,7,0,0,"Native, Born In US",5,Taxi and limousine service (4853),9140,"Private, For Profit",No,No,Employed-At Work
270190,73671530993096,November,GA,2976.4352,600,40,40,1,NA,54,1,7,0,0,"Native, Born In US",5,Truck transportation (484),9130,"Private, For Profit",No,No,Employed-At Work
270199,92321530993496,November,GA,2934.2406,360,40,39,1,NA,54,2,5,1,4,"Native, Born In US",5,"Electronic component and product manufacturing, n.e.c. (3344, 3346)",7720,"Private, For Profit",No,No,Employed-At Work
270202,100150111054371,November,GA,3632.974,1153,60,45,2,NA,32,2,7,0,0,"Native, Born In US",5,Hospitals (622),3060,"Private, Nonprofit",No,No,Employed-At Work
270203,101005308000341,November,GA,4443.4766,961.53,40,45,2,NA,42,2,1,1,4,"Native, Born In US",5,Elementary and secondary schools (6111),2300,Government - Local,Yes,NA,Employed-At Work
270204,101005308000341,November,GA,5283.7169,480.76,40,44,2,NA,46,1,1,1,4,"Native, Born In US",5,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work
270207,101015607055351,November,GA,3914.1473,1140,40,41,2,NA,56,1,1,0,0,"Native, Born In US",5,Aircraft and parts manufacturing (336411 to 336413),5600,Government - Federal,Yes,NA,Employed-At Work
270210,101075508095381,November,GA,5618.9396,230,25,40,4,NA,40,2,1,2,10,"Foreign Born, Not a US Citizen",5,Restaurants and other food services (722 exc. 7224),4130,"Private, For Profit",No,No,Employed-At Work
270214,101101003310579,November,GA,4229.349,306,36,40,1,1,18,1,7,0,0,"Foreign Born, Not a US Citizen",5,"Auto parts, accessories, and tire stores (4413)",4760,"Private, For Profit",No,No,Employed-At Work
270215,102005102042391,November,GA,385.8969,2340,45,43,1,NA,33,1,1,3,5,"Native, Born In US",5,Aircraft and parts manufacturing (336411 to 336413),1320,"Private, For Profit",No,No,Employed-At Work
270220,103140613054396,November,GA,3933.5878,1539.92,45,39,1,NA,44,1,1,0,0,"Foreign Born, US Cit By Naturalization",5,"Offices of other health practitioners (6213 exc. 62131, 62132)",3400,Government - Local,No,No,Employed-At Work
270221,103140613054396,November,GA,2872.6679,290,32,41,1,NA,52,2,1,0,0,"Native, Born In US",5,Hospitals (622),350,"Private, For Profit",No,No,Employed-At Work
270226,105005100049341,November,GA,2978.0893,1009.61,50,39,2,NA,51,1,6,0,0,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),4000,"Private, For Profit",No,No,Employed-At Work
270229,107020811042399,November,GA,4500.5944,230,30,37,1,NA,29,2,1,3,11,"Native, Born In US",5,Private households (814),4230,"Private, For Profit",No,No,Employed-At Work
270230,107020811042399,November,GA,3928.8109,600,40,39,1,NA,30,1,1,3,11,"Native, Born In US",5,** Construction (23),6200,"Private, For Profit",No,No,Employed-At Work
270231,108170017065376,November,GA,4350.2338,865,40,40,2,NA,44,2,1,2,3,"Native, Born In US",5,Offices of physicians (6211),5700,"Private, For Profit",No,No,Employed-At Work
270232,108170017065376,November,GA,5172.8424,1250,40,43,2,NA,46,1,1,2,3,"Native, Born In US",5,Computer systems design and related services (5415),1050,"Private, For Profit",No,No,Employed-At Work
270237,110009101537103,November,GA,4350.2338,600,32,45,2,NA,40,2,5,2,9,"Native, Born In US",5,Veterinary services (54194),3250,"Private, For Profit",No,No,Employed-At Work
270240,115781030027739,November,GA,3095.7112,880,40,40,1,NA,62,1,1,0,0,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",3850,Government - Local,No,No,Employed-At Work
270247,141111030060301,November,GA,2810.0436,920,40,40,1,NA,54,1,1,0,0,"Native, Born In US",5,"Toys, amusement, and sporting goods manufacturing (33992, 33993)",430,"Private, For Profit",No,No,Employed-At Work
270248,141111030060301,November,GA,2865.7428,750,40,41,1,NA,45,2,1,0,0,"Native, Born In US",5,Hospitals (622),3255,Government - Federal,No,No,Employed-At Work
270250,141111030060301,November,GA,4106.4213,576,40,39,1,NA,24,1,7,0,0,"Native, Born In US",5,5275,520,"Private, For Profit",No,No,Employed-At Work
270254,153530101880105,November,GA,3832.0121,1250,40,39,2,NA,61,1,5,0,0,"Native, Born In US",5,"Electric power generation, transmission and distribution (Pt. 2211)",5530,Government - Local,No,No,Employed-At Work
270256,155191409300848,November,GA,3074.9792,2884.61,50,43,1,NA,57,1,1,0,0,"Native, Born In US",5,Air transportation (481),9030,"Private, For Profit",Yes,NA,Employed-At Work
270257,159100050300144,November,GA,5283.7169,384.61,25,40,2,NA,45,1,7,0,0,"Native, Born In US",5,"Other amusement, gambling, and recreation industries (713 exc. 71395)",4620,"Private, For Profit",No,No,Employed-At Work
270259,163541030087206,November,GA,4329.0808,1076,40,43,2,NA,58,2,1,0,0,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",2000,"Private, For Profit",No,No,Employed-At Work
270262,176981030049326,November,GA,4369.0805,1211.53,40,45,1,NA,36,2,1,2,8,"Native, Born In US",5,"Other schools, instruction, and educational services (6116, 6117)",1105,"Private, Nonprofit",No,No,Employed-At Work
270263,176981030049326,November,GA,3933.5878,1250,40,44,1,NA,41,1,1,2,8,"Native, Born In US",5,Computer systems design and related services (5415),1105,"Private, For Profit",No,No,Employed-At Work
270265,190915104045388,November,GA,3070.2748,230.76,40,39,1,NA,62,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work
270266,190915104045388,November,GA,4361.2356,300,30,40,1,NA,42,2,5,0,0,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),4110,"Private, For Profit",No,No,Employed-At Work
270267,190915104045388,November,GA,4349.5756,560,40,40,1,NA,22,1,7,0,0,"Native, Born In US",5,Plastics product manufacturing (3261),7330,"Private, For Profit",No,No,Employed-At Work
270272,197985600052348,November,GA,2934.2406,1022.72,45,44,1,NA,51,2,1,1,4,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work
270273,198935204086348,November,GA,4264.1542,750,40,43,2,NA,55,2,3,0,0,"Native, Born In US",5,Pharmacies and drug stores (44611),3420,"Private, For Profit",No,No,Employed-At Work
270277,205004691106963,November,GA,4017.9002,2884.61,55,42,1,NA,43,1,1,1,1,"Native, Born In US",5,Computer systems design and related services (5415),110,"Private, For Profit",No,No,Employed-At Work
270281,205904801895673,November,GA,3834.9654,1242,44,40,1,NA,37,1,7,1,4,"Native, Born In US",5,** Construction (23),7315,"Private, For Profit",No,No,Employed-At Work
270286,231094015001202,November,GA,540.2564,360,40,39,2,NA,35,1,7,0,0,"Native, Born In US",5,** Construction (23),9720,Government - Local,Yes,NA,Employed-At Work
270287,231094015001202,November,GA,408.7076,360,40,40,2,NA,35,2,5,0,0,"Native, Born In US",5,"Other health care services (6215, 6219)",3510,"Private, For Profit",No,No,Employed-At Work
270289,231836006410750,November,GA,4563.553,400,40,39,1,1,28,2,1,1,2,"Foreign Born, Not a US Citizen",5,"** Groceries and related products, merchant wholesalers (*4244)",6040,"Private, For Profit",No,No,Employed-At Work
270290,231877005908892,November,GA,4881.0776,790,46,37,1,1,28,1,1,2,6,"Foreign Born, Not a US Citizen",5,** Construction (23),6260,"Private, For Profit",No,No,Employed-At Work
270292,231877100007802,November,GA,3807.2696,400,40,39,2,NA,51,2,1,0,0,"Native, Born In US",5,Hospitals (622),5240,"Private, Nonprofit",No,No,Employed-At Work
270293,231877100007802,November,GA,2915.5965,769.23,50,39,2,NA,51,1,1,0,0,"Native, Born In US",5,Automotive repair and maintenance (8111 exc. 811192),4710,"Private, For Profit",No,No,Employed-At Work
270295,256193489300884,November,GA,4264.1542,181.8,20,39,2,NA,57,2,5,0,0,"Native, Born In US",5,Nursing care facilities (6231),3600,"Private, For Profit",No,No,Employed-At Work
270299,320140358870051,November,GA,4202.9312,2109,60,39,2,NA,43,1,1,0,0,"Native, Born In US",5,"Electric power generation, transmission and distribution (Pt. 2211)",7410,"Private, For Profit",No,No,Employed-At Work
270300,331953100203106,November,GA,4350.2338,769.23,40,40,2,NA,40,2,7,0,0,"Native, Born In US",5,** Construction (23),5700,"Private, For Profit",No,No,Employed-At Work
270304,350100810300104,November,GA,4315.1026,817,40,43,2,NA,49,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2310,Government - State,Yes,NA,Employed-At Work
270309,350750105391001,November,GA,3832.0121,1019,40,39,2,NA,63,1,6,0,0,"Native, Born In US",5,"Miscellaneous paper and pulp products (32222,32223, 32229)",9600,"Private, For Profit",No,No,Employed-At Work
270310,350750105391001,November,GA,4161.0464,520,40,39,2,NA,38,2,1,2,10,"Native, Born In US",5,Drycleaning and laundry services (8123),530,"Private, For Profit",No,No,Employed-At Work
270312,350750105391001,November,GA,4114.7361,360,40,39,2,NA,43,1,1,2,10,"Native, Born In US",5,Truck transportation (484),9130,"Private, For Profit",No,No,Employed-At Work
270313,350940316141001,November,GA,3005.8476,475.6,40,34,1,NA,61,2,1,0,0,"Native, Born In US",5,** Services to buildings and dwellings (5617 exc. 56173),4220,"Private, For Profit",No,No,Employed-At Work
270325,399000066270951,November,GA,3162.0646,1249,40,46,1,NA,61,1,1,0,0,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",230,Government - State,No,No,Employed-At Work
270326,399000066270951,November,GA,3185.3907,1038.46,40,44,4,NA,51,2,1,0,0,"Foreign Born, Not a US Citizen",5,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work
270327,399190886860951,November,GA,3162.0646,2307,40,43,1,NA,61,1,1,0,0,"Native, Born In US",5,"** Lumber and other construction materials, merchant wholesalers (*4233)",4850,"Private, For Profit",No,No,Employed-At Work
270330,399660425370951,November,GA,3987.4949,1620,45,39,4,NA,34,1,7,1,4,"Foreign Born, US Cit By Naturalization",5,Truck transportation (484),9130,"Private, For Profit",No,No,Employed-At Work
270333,399690243230951,November,GA,2934.2406,520,40,40,1,NA,51,2,1,0,0,"Native, Born In US",5,Sewage treatment facilities (22132),5700,Government - Local,No,No,Employed-At Work
270338,399770257660951,November,GA,368.7749,1000,46,42,1,NA,36,1,1,0,0,"Native, Born In US",5,"Administration of environmental quality and housing programs (924, 925)",3930,Government - State,No,No,Employed-At Work
270339,399770257660951,November,GA,432.6975,836,38,43,1,NA,30,2,1,0,0,"Native, Born In US",5,Hospitals (622),3255,"Private, Nonprofit",No,No,Employed-At Work
270340,399910877570951,November,GA,8905.2379,788.46,40,43,4,3,37,2,1,1,4,"Native, Born In US",5,Elementary and secondary schools (6111),2300,Government - Local,No,No,Employed-At Work
270341,399910877570951,November,GA,3369.3185,769.23,40,40,1,3,45,1,1,1,4,"Native, Born In US",5,Insurance carriers and related activities (524),4810,"Private, For Profit",No,No,Employed-At Work
270343,410007511115103,November,GA,2865.7428,480.76,40,43,1,NA,45,2,2,1,4,"Native, Born In US",5,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,Yes,Employed-At Work
270345,410009431615633,November,GA,3928.8109,210,35,43,1,NA,32,1,1,0,0,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),9130,"Private, For Profit",No,No,Employed-At Work
270348,431944035908598,November,GA,3070.2748,135,9,43,1,NA,62,2,1,0,0,"Native, Born In US",5,Religious organizations (8131),5120,"Private, Nonprofit",No,No,Employed-At Work
270349,431944035908598,November,GA,3162.0646,2884.61,40,43,1,NA,62,1,1,0,0,"Native, Born In US",5,"Architectural, engineering, and related services (5413)",1410,"Private, For Profit",No,No,Employed-At Work
270351,473962701920106,November,GA,3754.4917,1250,55,43,1,NA,38,1,1,1,1,"Native, Born In US",5,Hospitals (622),5000,"Private, Nonprofit",No,No,Employed-At Work
270352,473962701920106,November,GA,4369.0805,1400,40,43,1,NA,36,2,1,1,1,"Native, Born In US",5,Public finance activities (92113),430,Government - State,No,No,Employed-At Work
270353,503970501530101,November,GA,5500.3432,316.61,40,42,2,NA,38,1,1,5,10,"Native, Born In US",5,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work
270358,505904941894383,November,GA,4865.2432,480,40,40,1,5,33,1,1,3,6,"Foreign Born, Not a US Citizen",5,Individual and family services (6241),7010,"Private, For Profit",No,No,Employed-At Work
